cluster	org_name	org_node	org_lat	org_long	org_inc	hosp_name	hosp_node	hosp_lat	hosp_long	hosp_inc	hosp_bed	subject1	subject2	subject3	subject4	subject5	subject1_count	subject2_count	subject3_count	subject4_count	subject5_count	subject1_cost	subject2_cost	subject3_cost	subject4_cost	subject5_cost	FIPS	n1	n2	county
cluster_0_0_0_3_26_83_166_366_1787	'University of Pennsylvania'@en	Q49117	39.953885	-75.193048	1740.0	'Scripps Clinic Medical Group'@en	Q30280462	32.897212	-117.242808	1924.0	657.8843930635838	'Aryl hydrocarbon receptor nuclear translocator-like'@en	'CREB binding protein'@en	'Circadian locomotor output cycles kaput'@en	'Clock circadian regulator'@en	'Cryptochrome 2 (photolyase-like)'@en	209.0	209.0	209.0	209.0	209.0	98282369.0	98282369.0	98282369.0	98282369.0	98282369.0	16051.0	0.9304	0.255	Lincoln County
cluster_0_1_1_6_32_77_162_386_1658	'University of Virginia'@en	Q213439	38.035555555556	-78.503333333333	1819.0	'University of Virginia Hospital'@en	Q30288427	38.031244	-78.498859		657.8843930635838	'CRISPR'@en	'H2A.Z variant histone 1'@en	'H3.3 histone B'@en	'PAX interacting (with transcription-activation domain) protein 1'@en	'Photoreceptor protein'@en	204.0	204.0	204.0	204.0	204.0	106737288.0	106737288.0	106737288.0	106737288.0	106737288.0	16053.0	0.9961	0.374	Madison County
cluster_0_0_0_5_34_82_165_315_1739	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Children\'s Hospital Oakland'@en	Q5098123	37.8375	-122.267	1912.0	191.0	'automation'@en	'bias'@en	'cucurbit[8]uril'@en	'data sharing'@en	'hypoxia'@en	200.0	200.0	200.0	200.0	200.0	121771200.0	121771200.0	121771200.0	121771200.0	121771200.0	16055.0	0.9879	0.742	Minidoka County
cluster_0_0_0_8_10_30_83_342_865	'Memorial Sloan Kettering Cancer Center'@en	Q1808012	40.7641	-73.9568	1884.0	'Memorial Sloan Kettering Cancer Center'@en	Q1808012	40.7641	-73.9568	1884.0	471.0	'BridgeDb'@en	'Cytoscape'@en	'Parkinson\'s disease'@en	'Protein tyrosine phosphatase, receptor type, D'@en	'RNA analysis'@en	200.0	200.0	200.0	200.0	200.0	82167000.0	82167000.0	82167000.0	82167000.0	82167000.0	16057.0	0.8062	0.763	Nez Perce County
cluster_0_0_0_5_34_82_165_315_1739	'Memorial Sloan Kettering Cancer Center'@en	Q1808012	40.7641	-73.9568	1884.0	'Children\'s Hospital Oakland'@en	Q5098123	37.8375	-122.267	1912.0	191.0	'automation'@en	'bias'@en	'cucurbit[8]uril'@en	'data sharing'@en	'hypoxia'@en	200.0	200.0	200.0	200.0	200.0	121771200.0	121771200.0	121771200.0	121771200.0	121771200.0	16059.0	0.5635	0.14	Oneida County
cluster_0_0_0_5_34_82_165_315_1739	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'Children\'s Hospital Oakland'@en	Q5098123	37.8375	-122.267	1912.0	191.0	'automation'@en	'bias'@en	'cucurbit[8]uril'@en	'data sharing'@en	'hypoxia'@en	200.0	200.0	200.0	200.0	200.0	121771200.0	121771200.0	121771200.0	121771200.0	121771200.0	16061.0	0.2947	0.004	Owyhee County
cluster_0_0_0_0_0_9_12_344_1012	'Memorial Sloan Kettering Cancer Center'@en	Q1808012	40.7641	-73.9568	1884.0	'Memorial Sloan Kettering Cancer Center'@en	Q1808012	40.7641	-73.9568	1884.0	471.0	'Additional sex combs like 1'@en	'C-type lectin domain family 5, member a'@en	'Colony stimulating factor 3 (granulocyte)'@en	'Danio rerio'@en	'Enhancer of zeste 2 polycomb repressive complex 2 subunit'@en	200.0	200.0	200.0	200.0	200.0	111171000.0	111171000.0	111171000.0	111171000.0	111171000.0	16063.0	0.9076	0.133	Payette County
cluster_0_0_0_3_12_20_77_123_1388	'Columbia University'@en	Q49088	40.8075	-73.961944444444	1754.0	'Columbia University Medical Center'@en	Q2415975	40.807556	-73.964083		657.8843930635838	'Clostridium difficile'@en	'Hepatitis B virus'@en	'accelerometry'@en	'acute coronary syndrome'@en	'adolescent idiopathic scoliosis'@en	198.0	198.0	198.0	198.0	198.0	290631330.0	290631330.0	290631330.0	290631330.0	290631330.0	16065.0	0.9905	0.77	Power County
cluster_0_0_2_2_11_1_15_35_54	'Vanderbilt University'@en	Q29052	36.148649	-86.804972	1873.0	'Children’s Hospital at TriStar Centennial'@en	Q50037130	36.153508	-86.807237		657.8843930635838	'Southern Community Cohort Study'@en	'adenocarcinoma'@en	'estrogen-receptor negative breast cancer'@en	'gene'@en	'lymphocyte'@en	196.0	196.0	196.0	196.0	196.0	143586856.0	143586856.0	143586856.0	143586856.0	143586856.0	16067.0	0.9983	0.279	Shoshone County
cluster_0_1_4_10_22_76_159_360_1174	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'Human Induced Pluripotent Stem Cells'@en	'Myelin transcription factor 1-like'@en	'autism'@en	'cell line'@en	'Toll-like receptor'@en	188.0	188.0	188.0	188.0	177.0	131259720.0	131259720.0	131259720.0	131259720.0	16285416.0	16069.0	0.8671	0.87	Teton County
cluster_0_0_0_5_34_82_165_315_749	'Massachusetts Institute of Technology'@en	Q49108	42.35982	-71.09211	1861.0	'Virginia Mason Hospital'@en	Q7934401	47.610278	-122.327222	1920.0	336.0	'Mesoderm posterior 1'@en	'NF-κB'@en	'RNA sequencing'@en	'Stemloc'@en	'circulatory system'@en	186.0	186.0	186.0	186.0	186.0	118314042.0	118314042.0	118314042.0	118314042.0	118314042.0	16071.0	0.8411	0.463	Twin Falls County
cluster_0_0_0_5_34_82_165_315_749	'University of California, Berkeley'@en	Q168756	37.87	-122.259	1868.0	'Virginia Mason Hospital'@en	Q7934401	47.610278	-122.327222	1920.0	336.0	'Mesoderm posterior 1'@en	'NF-κB'@en	'RNA sequencing'@en	'Stemloc'@en	'circulatory system'@en	186.0	186.0	186.0	186.0	186.0	118314042.0	118314042.0	118314042.0	118314042.0	118314042.0	16073.0	0.8013	0.197	Valley County
cluster_0_1_3_11_25_80_172_359_1324	'University of California, San Diego'@en	Q622664	32.881	-117.238	1960.0	'Jacobs Medical Center'@en	Q38250501	32.877703	-117.226499	2016.0	364.0	'Cystinosin-like protein ERS1 YCR075C'@en	'Cystinosis, nephropathic'@en	'Friedreich ataxia'@en	'autophagy'@en	'bone marrow'@en	178.0	178.0	178.0	178.0	178.0	140031710.0	140031710.0	140031710.0	140031710.0	140031710.0	16075.0	0.9515	0.537	Washington County
cluster_0_0_2_2_11_18_25_38_61	'University of Pennsylvania'@en	Q49117	39.953885	-75.193048	1740.0	'Hospital of the University of Pennsylvania'@en	Q5908783	39.95	-75.1936	1874.0	776.0	'Australia'@en	'BRCA1'@en	'Rare cell variability and drug-induced reprogramming as a mode of cancer drug resistance.'@en	'The contribution of pathogenic variants in breast cancer susceptibility genes to familial breast cancer risk.'@en	'antibody'@en	178.0	178.0	178.0	178.0	178.0	52225912.0	52225912.0	52225912.0	52225912.0	52225912.0	16077.0	0.929	0.163	Adams County
cluster_0_0_0_8_10_15_20_26_511	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'Toll-like receptor'@en	'autoantibody'@en	'cell line'@en	'feature selection'@en	'machine learning'@en	177.0	177.0	177.0	177.0	177.0	16285416.0	16285416.0	16285416.0	16285416.0	16285416.0	16079.0	0.7137	0.085	Alexander County
cluster_0_0_2_1_19_31_45_398_1571	'University of California, San Diego'@en	Q622664	32.881	-117.238	1960.0	'Jacobs Medical Center'@en	Q38250501	32.877703	-117.226499	2016.0	364.0	'Danio rerio'@en	'Defensin beta 4B'@en	'Drosophila melanogaster'@en	'Drosophila'@en	'Ethiopia'@en	176.0	176.0	176.0	176.0	176.0	32040328.0	32040328.0	32040328.0	32040328.0	32040328.0	16081.0	0.9137	0.49	Bond County
cluster_0_1_4_7_21_55_80_126_229	'University of Southern Maine'@en	Q3244049	43.6625	-70.276111111111	1878.0	'Norton Hospital'@en	Q50036894	38.247904	-85.751277		657.8843930635838	'hexavalent chromium'@en	'Deepwater Horizon explosion'@en	'Deepwater Horizon oil spill'@en	'Gulf of Mexico'@en	'birth weight'@en	174.0	87.0	87.0	87.0	87.0	86027340.0	43013670.0	43013670.0	43013670.0	43013670.0	16083.0	0.9835	0.802	Boone County
cluster_0_1_4_7_21_55_80_126_229	'Yale School of Medicine'@en	Q1961140	41.303245363975	-72.933871811889	1810.0	'Norton Hospital'@en	Q50036894	38.247904	-85.751277		657.8843930635838	'hexavalent chromium'@en	'Deepwater Horizon explosion'@en	'Deepwater Horizon oil spill'@en	'Gulf of Mexico'@en	'birth weight'@en	174.0	87.0	87.0	87.0	87.0	86027340.0	43013670.0	43013670.0	43013670.0	43013670.0	16085.0	0.721	0.629	Brown County
cluster_0_1_4_7_21_55_80_126_229	'University of Louisville'@en	Q1317143	38.215019444444	-85.760222222222	1798.0	'Norton Hospital'@en	Q50036894	38.247904	-85.751277		657.8843930635838	'hexavalent chromium'@en	'Deepwater Horizon explosion'@en	'Deepwater Horizon oil spill'@en	'Gulf of Mexico'@en	'birth weight'@en	174.0	87.0	87.0	87.0	87.0	86027340.0	43013670.0	43013670.0	43013670.0	43013670.0	16087.0	0.8907	0.19	Bureau County
cluster_0_0_0_0_0_9_37_138_1175	'Duke University School of Medicine'@en	Q4119601	36.0007	-78.9403	1930.0	'Duke Cancer Institute'@en	Q4892499	36.00496	-78.93689	1971.0	657.8843930635838	'Basic leucine zipper transcription factor, ATF-like'@en	'Interferon regulatory factor 4'@en	'B cell leukemia/lymphoma 2 related protein A1d'@en	'CD4 antigen'@en	'CD44 antigen'@en	174.0	174.0	87.0	87.0	87.0	66493926.0	66493926.0	33246963.0	33246963.0	33246963.0	17001.0	0.9007	0.558	Calhoun County
cluster_0_0_2_2_2_3_3_3_157	'Brigham and Women\'s Hospital'@en	Q2900977	42.33615277777778	-71.10683333333333	1980.0	'Brigham and Women\'s Hospital'@en	Q2900977	42.33615277777778	-71.10683333333333	1980.0	793.0	'COVID-19'@en	'Mediterranean diet'@en	'alcohol consumption'@en	'atrial fibrillation'@en	'biomarker'@en	173.0	173.0	173.0	173.0	173.0	56461491.0	56461491.0	56461491.0	56461491.0	56461491.0	17003.0	0.0009	0.104	Carroll County
cluster_0_0_0_5_15_60_149_367_1543	'University of Oklahoma Health Sciences Center'@en	Q7896014	35.4803	-97.4964	1971.0	'University of Oklahoma Health Sciences Center'@en	Q7896014	35.4803	-97.4964	1971.0	657.8843930635838	'Polycystin 1, transient receptor potential channel interacting'@en	'Polycystin 2, transient receptor potential cation channel'@en	'calcium channel activity'@en	'ovarian cancer'@en	'drug discovery'@en	170.0	170.0	170.0	170.0	6363.0	75009726.0	75009726.0	75009726.0	75009726.0	2638196505.0	17005.0	1	0.173	Cass County
cluster_0_0_0_8_10_30_83_272_1287	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	1034.0	'CRISPR'@en	'Toll-like receptor'@en	'ecosystem'@en	'leukemia'@en	'mast cells'@en	169.0	169.0	169.0	169.0	169.0	163255700.0	163255700.0	163255700.0	163255700.0	163255700.0	17007.0	0.9712	0.436	Champaign County
cluster_0_0_0_8_10_30_83_272_1287	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'Massachusetts General Hospital'@en	Q126412	42.362805555556	-71.068630555556	1811.0	1034.0	'CRISPR'@en	'Toll-like receptor'@en	'ecosystem'@en	'leukemia'@en	'mast cells'@en	169.0	169.0	169.0	169.0	169.0	163255700.0	163255700.0	163255700.0	163255700.0	163255700.0	17009.0	0.799	0.315	Christian County
cluster_0_0_0_5_34_82_165_315_1739	'Memorial Sloan Kettering Cancer Center'@en	Q1808012	40.7641	-73.9568	1884.0	'Memorial Sloan Kettering Cancer Center'@en	Q1808012	40.7641	-73.9568	1884.0	471.0	'estrogen-receptor positive breast cancer'@en	'leukemia'@en	'metabolomics'@en	'metabolomics'@en	'biomarker'@en	168.0	168.0	6216.0	6216.0	1110.0	124746384.0	124746384.0	3729059208.0	3729059208.0	665903430.0	17011.0	1	0.382	Clark County
cluster_0_1_1_12_27_48_120_208_1444	'University of Minnesota'@en	Q238101	44.975277777778	-93.234166666667	1851.0	'University of Minnesota Medical Center'@en	Q7895801	44.97222222	-93.23222222		657.8843930635838	'antibody'@en	'cytotoxicity'@en	'glioma'@en	'immunosuppression'@en	'macrophage'@en	150.0	150.0	150.0	150.0	150.0	13693895.0	13693895.0	13693895.0	13693895.0	13693895.0	17013.0	0.7341	0.058	Clay County
cluster_0_0_0_3_3_5_22_226_846	'University of California, San Diego'@en	Q622664	32.881	-117.238	1960.0	'Jacobs Medical Center'@en	Q38250501	32.877703	-117.226499	2016.0	364.0	'Akt1 Dmel_CG4006'@en	'Heat shock protein 90, alpha (cytosolic), class A member 1'@en	'Kinome'@en	'Mechanistic target of rapamycin kinase'@en	'PH domain leucine-rich repeat protein phosphatase Dmel_CG10493'@en	147.0	147.0	147.0	147.0	147.0	74808329.0	74808329.0	74808329.0	74808329.0	74808329.0	17015.0	0.9169	0.248	Clinton County
cluster_0_1_1_12_29_50_69_112_205	'University of Pennsylvania'@en	Q49117	39.953885	-75.193048	1740.0	'Hospital of the University of Pennsylvania'@en	Q5908783	39.95	-75.1936	1874.0	776.0	'biomarker'@en	'global health'@en	'hypoxia'@en	'smartphone'@en	'visualization'@en	143.0	143.0	143.0	143.0	143.0	51362883.0	51362883.0	51362883.0	51362883.0	51362883.0	17017.0	0.9333	0.214	Coles County
cluster_0_1_1_12_29_50_69_112_205	'Harvard Medical School'@en	Q49121	42.335743	-71.105138	1782.0	'Hospital of the University of Pennsylvania'@en	Q5908783	39.95	-75.1936	1874.0	776.0	'biomarker'@en	'global health'@en	'hypoxia'@en	'smartphone'@en	'visualization'@en	143.0	143.0	143.0	143.0	143.0	51362883.0	51362883.0	51362883.0	51362883.0	51362883.0	17019.0	0.9683	0.525	Cook County
cluster_0_1_1_6_8_11_73_331_1530	'University of Washington'@en	Q219563	47.65416666666667	-122.3080555555556	1861.0	'University of Washington Medical Center'@en	Q7896576	47.6489232	-122.3065945	1959.0	570.0	'Trustworthiness'@en	'big data'@en	'cardiovascular disease'@en	'clopidogrel'@en	'colorectal cancer'@en	138.0	138.0	138.0	138.0	138.0	1195218.0	1195218.0	1195218.0	1195218.0	1195218.0	17021.0	1	0.386	Crawford County
cluster_0_0_0_8_10_15_24_63_113	'University of Pennsylvania'@en	Q49117	39.953885	-75.193048	1740.0	'Hospital of the University of Pennsylvania'@en	Q5908783	39.95	-75.1936	1874.0	776.0	'informed consent'@en	'research ethics'@en	'phase I clinical trial'@en	'leukemia'@en	'Alzheimer\'s disease'@en	135.0	135.0	75.0	45.0	30.0	34410150.0	34410150.0	19116750.0	11470050.0	7646700.0	17023.0	0.8075	0.2	Cumberland County
cluster_0_1_3_9_13_56_81_128_234	'University of Texas MD Anderson Cancer Center'@en	Q1525831	29.7078	-95.3975	1941.0	'University of Texas MD Anderson Cancer Center'@en	Q1525831	29.7078	-95.3975	1941.0	507.0	'Childhood Cancer Survivor Study'@en	'Internet'@en	'brain'@en	'diagnosis'@en	'epidemiology'@en	127.0	127.0	127.0	127.0	127.0	134233666.0	134233666.0	134233666.0	134233666.0	134233666.0	17025.0	0.8609	0.587	DeKalb County
cluster_0_0_2_2_11_35_79_127_425	'University of Minnesota'@en	Q238101	44.975277777778	-93.234166666667	1851.0	'University of Minnesota Medical Center'@en	Q7895801	44.97222222	-93.23222222		657.8843930635838	'DNA damage'@en	'DNA methylation'@en	'Julie A. Ross'@en	'Risk factors'@en	'United States of America'@en	122.0	122.0	122.0	122.0	122.0	25032570.0	25032570.0	25032570.0	25032570.0	25032570.0	17027.0	0.9996	0.222	De Witt County
cluster_0_0_0_3_26_46_141_356_1320	'University of Toronto'@en	Q180865	43.662917	-79.395746	1827.0	'Centre for Addiction and Mental Health'@en	Q5062350	43.658	-79.399	1966.0	657.8843930635838	'APC membrane recruitment protein 1'@en	'AVP'@en	'Atypical protein kinase C Dmel_CG42783'@en	'Axin 1'@en	'Axin 2'@en	117.0	117.0	117.0	117.0	117.0	24871743.0	24871743.0	24871743.0	24871743.0	24871743.0	17029.0	0.8989	0.33	Douglas County
cluster_0_0_0_8_10_30_83_272_622	'University of Toronto'@en	Q180865	43.662917	-79.395746	1827.0	'Centre for Addiction and Mental Health'@en	Q5062350	43.658	-79.399	1966.0	657.8843930635838	'Genome-wide CRISPR screens reveal a Wnt-FZD5 signaling circuit as a druggable vulnerability of RNF43-mutant pancreatic tumors.'@en	'Hantavirus'@en	'Kinome'@en	'N-acetyltransferase 8 (putative)'@en	'N-acetyltransferase 8B (putative, gene/pseudogene)'@en	117.0	117.0	117.0	117.0	117.0	24871743.0	24871743.0	24871743.0	24871743.0	24871743.0	17031.0	0.9921	0.637	DuPage County
cluster_0_1_4_7_17_28_36_58_357	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'NF-κB'@en	'RNA sequencing'@en	'bevacizumab'@en	'cancer'@en	'cetuximab'@en	116.0	116.0	116.0	116.0	116.0	70996756.0	70996756.0	70996756.0	70996756.0	70996756.0	17033.0	0.7916	0.233	Edgar County
cluster_0_0_0_3_3_44_58_94_1356	'University of Nevada, Reno'@en	Q1185955	39.545833333333	-119.81666666667	1874.0	'Saint Mary\'s Regional Medical Center'@en	Q7401841	39.5318	-119.818	1908.0	380.0	'ChIP-seq'@en	'biotechnology'@en	'ovarian cancer'@en	'leukemia'@en	'bone marrow'@en	114.0	114.0	114.0	56350.0	40250.0	59928888.0	59928888.0	59928888.0	107256283260.0	76611630900.0	17035.0	0.561	0.116	Edwards County
cluster_0_1_3_11_25_81_158_288_1030	'University of Virginia'@en	Q213439	38.035555555556	-78.503333333333	1819.0	'University of Virginia Hospital'@en	Q30288427	38.031244	-78.498859		657.8843930635838	'3-hydroxy-3-methylglutaryl-CoA reductase'@en	'3-oxoacyl-acyl carrier protein synthase ii, putative'@en	'6-phosphogluconate dehydrogenase, decarboxylating, putative'@en	'ATP synthase F1, alpha subunit, putative'@en	'African clawed frog'@en	113.0	113.0	113.0	113.0	113.0	86694341.0	86694341.0	86694341.0	86694341.0	86694341.0	17037.0	0.965	0.54	Effingham County
cluster_0_1_3_11_25_80_153_352_1599	'National Institutes of Health'@en	Q390551	38.9975	-77.10194444444444	1887.0	'National Institutes of Health Clinical Center'@en	Q6973757	39.00222222222222	-77.10416666666667	1953.0	657.8843930635838	'leukemia'@en	'phase II clinical trial'@en	'radiation therapy'@en	'chemotherapy'@en	'blood–brain barrier'@en	107.0	624.0	520.0	312.0	208.0	66456737.0	306497568.0	255414640.0	153248784.0	102165856.0	17039.0	0.8786	0.309	Fayette County
cluster_0_1_4_10_22_76_159_360_1174	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'Achaete-scute family bHLH transcription factor 1'@en	'CRISPR'@en	'DNA methylation'@en	'Methyltransferase like 3'@en	'Mitogen-activated protein kinase kinase 7'@en	94.0	94.0	94.0	94.0	94.0	65629860.0	65629860.0	65629860.0	65629860.0	65629860.0	17041.0	0.8263	0.428	Ford County
cluster_0_1_3_11_25_81_164_378_1098	'University of California, San Diego'@en	Q622664	32.881	-117.238	1960.0	'Jacobs Medical Center'@en	Q38250501	32.877703	-117.226499	2016.0	364.0	'colorectal cancer'@en	'RNA sequencing'@en	'chicken genome project'@en	'colorectal cancer'@en	'general chemistry'@en	90.0	59.0	59.0	59.0	59.0	108705690.0	8909118.0	8909118.0	8909118.0	8909118.0	17043.0	0.993	0.883	Franklin County
cluster_0_1_3_9_28_49_65_104_870	'University of Washington'@en	Q219563	47.65416666666667	-122.3080555555556	1861.0	'University of Washington Medical Center'@en	Q7896576	47.6489232	-122.3065945	1959.0	570.0	'CRISPR'@en	'Caenorhabditis elegans'@en	'Hcm1p YCR065W'@en	'Hepatitis C virus'@en	'Protein function prediction'@en	90.0	90.0	90.0	90.0	90.0	32283990.0	32283990.0	32283990.0	32283990.0	32283990.0	17045.0	0.9221	0.173	Fulton County
cluster_0_1_3_11_25_81_158_385_1488	'Harvard University'@en	Q13371	42.374443888889	-71.116943888889	1636.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'cancer'@en	'cell'@en	'genetic variation'@en	'mechanism of action'@en	'neoplasm'@en	65.0	65.0	65.0	65.0	65.0	53688765.0	53688765.0	53688765.0	53688765.0	53688765.0	17047.0	0.7801	0.188	Gallatin County
cluster_0_1_3_11_25_81_158_385_1488	'University of California, San Francisco'@en	Q1061104	37.763319444444	-122.45853888889	1873.0	'UCSF Medical Center'@en	Q7864122	37.7632	-122.458	1907.0	796.0	'cancer'@en	'cell'@en	'genetic variation'@en	'mechanism of action'@en	'neoplasm'@en	65.0	65.0	65.0	65.0	65.0	53688765.0	53688765.0	53688765.0	53688765.0	53688765.0	17049.0	0.9528	0.586	Greene County
cluster_0_0_2_1_19_31_45_398_1684	'University of California, San Diego'@en	Q622664	32.881	-117.238	1960.0	'Jacobs Medical Center'@en	Q38250501	32.877703	-117.226499	2016.0	364.0	'RNA sequencing'@en	'chicken genome project'@en	'colorectal cancer'@en	'general chemistry'@en	'hydrogel'@en	59.0	59.0	59.0	59.0	314600.0	8909118.0	8909118.0	8909118.0	8909118.0	193838575216.0	17051.0	0.5575	0.198	Grundy County
cluster_0_0_0_8_10_15_20_26_511	'Stanford University'@en	Q41506	37.4282293	-122.1688576	1891.0	'Stanford University Medical Center'@en	Q7598810	37.434	-122.175	1959.0	613.0	'Alzheimer\'s disease'@en	'Cox proportional hazards model'@en	'DNA damage'@en	'DNA methylation'@en	'Landscape of monoallelic DNA accessibility in mouse embryonic stem cells and neural progenitor cells'@en	59.0	59.0	59.0	59.0	59.0	5428472.0	5428472.0	5428472.0	5428472.0	5428472.0	17053.0	0.8982	0.349	Hamilton County
																											17055.0	0.9816	0.235	Hancock County
																											17057.0	0.807	0.265	Hardin County
																											17059.0	0.9188	0.216	Henderson County
																											17061.0	0.9088	0.12	Henry County
																											17063.0	0.9998	0.547	Iroquois County
																											17065.0	0.7554	0.289	Jackson County
																											17067.0	0.8081	0.3	Jasper County
																											17069.0	1	0.377	Jefferson County
																											17071.0	1	0.228	Jersey County
																											17073.0	1	0.442	Jo Daviess County
																											17075.0	0.7873	0.185	Johnson County
																											17077.0	0.9996	0.35	Kane County
																											17079.0	0.5011	0.309	Kankakee County
																											17081.0	0.9937	0.498	Kendall County
																											17083.0	0.985	0.262	Knox County
																											17085.0	0.8842	0.38	Lake County
																											17087.0	0.5514	0.168	LaSalle County
																											17089.0	0.9907	0.716	Lawrence County
																											17091.0	0.9775	0.534	Lee County
																											17093.0	0.9879	0.739	Livingston County
																											17095.0	1	0.478	Logan County
																											17097.0	0.9908	0.771	McDonough County
																											17099.0	1	0.415	McHenry County
																											17101.0	0.7775	0.32	McLean County
																											17103.0	1	0.347	Macon County
																											17105.0	1	0.334	Macoupin County
																											17107.0	0.9351	0.424	Madison County
																											17109.0	0.9881	0.464	Marion County
																											17111.0	0.9971	0.726	Marshall County
																											17113.0	0.9764	0.662	Mason County
																											17115.0	0.9936	0.636	Massac County
																											17117.0	0.8394	0.279	Menard County
																											17119.0	0.999	0.523	Mercer County
																											17121.0	0.923	0.444	Monroe County
																											17123.0	1	0.177	Montgomery County
																											17125.0	0.7953	0.18	Morgan County
																											17127.0	0.7344	0.106	Moultrie County
																											17129.0	0.962	0.141	Ogle County
																											17131.0	1	0.232	Peoria County
																											17133.0	0.9844	0.743	Perry County
																											17135.0	0.8669	0.294	Piatt County
																											17137.0	0.8969	0.399	Pike County
																											17139.0	0.9542	0.237	Pope County
																											17141.0	0.9593	0.281	Pulaski County
																											17143.0	1	0.564	Putnam County
																											17145.0	0.9591	0.295	Randolph County
																											17147.0	0.9611	0.366	Richland County
																											17149.0	0.875	0.285	Rock Island County
																											17151.0	0.8391	0.308	St. Clair County
																											17153.0	0.4489	0.11	Saline County
																											17155.0	1	0.168	Sangamon County
																											17157.0	0.9608	0.248	Schuyler County
																											17159.0	0.7528	0.38	Scott County
																											17161.0	1	0.471	Shelby County
																											17163.0	1	0.558	Stark County
																											17165.0	0.8336	0.25	Stephenson County
																											17167.0	0.9842	0.665	Tazewell County
																											17169.0	0.6164	0.21	Union County
																											17171.0	0.9307	0.418	Vermilion County
																											17173.0	0.8972	0.242	Wabash County
																											17175.0	1	0.235	Warren County
																											17177.0	0.9752	0.511	Washington County
																											17179.0	0.9757	0.673	Wayne County
																											17181.0	0.8032	0.206	White County
																											17183.0	0.9459	0.371	Whiteside County
																											17185.0	0.8751	0.203	Will County
																											17187.0	1	0.226	Williamson County
																											17189.0	0.8827	0.201	Winnebago County
																											17191.0	0.9312	0.219	Woodford County
																											17193.0	0.8142	0.292	Adams County
																											17195.0	1	0.462	Allen County
																											17197.0	0.9943	0.715	Bartholomew County
																											17199.0	0.9238	0.529	Benton County
																											17201.0	0.9832	0.663	Blackford County
																											17203.0	1	0.62	Boone County
																											18001.0	0.9999	0.273	Brown County
																											18003.0	0.9911	0.605	Carroll County
																											18005.0	0.9371	0.571	Cass County
																											18007.0	0.9238	0.032	Clark County
																											18009.0	1	0.295	Clay County
																											18011.0	0.9392	0.616	Clinton County
																											18013.0	0.9102	0.241	Crawford County
																											18015.0	0.6315	0.167	Daviess County
																											18017.0	0.9383	0.231	Dearborn County
																											18019.0	0.9646	0.619	Decatur County
																											18021.0	0.9458	0.386	DeKalb County
																											18023.0	0.9184	0.347	Delaware County
																											18025.0	0.3453	0.054	Dubois County
																											18027.0	0.9961	0.384	Elkhart County
																											18029.0	0.9599	0.477	Fayette County
																											18031.0	0.7557	0.359	Floyd County
																											18033.0	0.9825	0.387	Fountain County
																											18035.0	1	0.397	Franklin County
																											18037.0	0.7935	0.356	Fulton County
																											18039.0	0.9767	0.529	Gibson County
																											18041.0	1	0.308	Grant County
																											18043.0	0.9916	0.728	Greene County
																											18045.0	0.8935	0.094	Hamilton County
																											18047.0	0.7032	0.196	Hancock County
																											18049.0	1	0.369	Harrison County
																											18051.0	0.8733	0.182	Hendricks County
																											18053.0	0.9418	0.407	Henry County
																											18055.0	0.8647	0.182	Howard County
																											18057.0	0.9985	0.775	Huntington County
																											18059.0	0.9905	0.808	Jackson County
																											18061.0	0.9686	0.278	Jasper County
																											18063.0	0.972	0.708	Jay County
																											18065.0	0.9834	0.157	Jefferson County
																											18067.0	0.9627	0.652	Jennings County
																											18069.0	0.9993	0.141	Johnson County
																											18071.0	0.9875	0.582	Knox County
																											18073.0	0.8557	0.265	Kosciusko County
																											18075.0	0.9495	0.256	LaGrange County
																											18077.0	0.8644	0.484	Lake County
																											18079.0	0.8202	0.241	LaPorte County
																											18081.0	0.9648	0.712	Lawrence County
																											18083.0	1	0.702	Madison County
																											18085.0	0.9947	0.472	Marion County
																											18087.0	0.685	0.089	Marshall County
																											18089.0	0.9976	0.63	Martin County
																											18091.0	0.9949	0.732	Miami County
																											18093.0	0.8562	0.253	Monroe County
																											18095.0	1	0.44	Montgomery County
																											18097.0	0.9993	0.557	Morgan County
																											18099.0	1	0.235	Newton County
																											18101.0	0.8624	0.076	Noble County
																											18103.0	0.952	0.382	Ohio County
																											18105.0	0.9428	0.579	Orange County
																											18107.0	0.7942	0.236	Owen County
																											18109.0	0.9481	0.405	Parke County
																											18111.0	0.972	0.236	Perry County
