id	node1	label	node2	node2;coor	node2;label
	cluster_0_0_2_3_24_128_2066	member	QNIHPER8917290	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_24_128_2066	member	QNIHPER1877690	@33.5/-86.8075	'University of Alabama at Birmingham'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER10565040	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER12631525	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_9_145_1311	member	QNIHPER10566863	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_9_145_1311	member	QNIHPER9512058	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER10569124	@51.498308/-0.176882	'Imperial College London'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER11809819	@51.498308/-0.176882	'Imperial College London'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER10574905	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER6569539	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER10581508	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER1876467	@47.6277525/-122.33067301841714	'Fred Hutchinson Cancer Research Center'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER1859349	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER9018335	@47.6492/-122.307	'University of Washington School of Medicine'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER6099569	@39.141/-84.502	'Cincinnati Children\'s Hospital Medical Center'@en
	cluster_0_0_3_6_7_2_1975	member	QNIHPER10583016	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_7_2_1905	member	QNIHPER8348725	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_5_28_54_622	member	QNIHPER10583634	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_5_28_54_622	member	QNIHPER7601325	@40.796111111111/-77.862777777778	'Pennsylvania State University'@en
	cluster_0_0_3_5_28_54_622	member	QNIHPER1868578	@40.796111111111/-77.862777777778	'Pennsylvania State University'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER10586029	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER6806805	@37.763319444444/-122.45853888889	'University of California, San Francisco'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER10594039	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER11610185	@33.64535/-117.84264166667	'University of California, Irvine'@en
	cluster_0_0_3_6_11_61_1642	member	QNIHPER10605282	@35.08389/-106.61861	'University of New Mexico'@en
	cluster_0_0_3_6_11_61_1950	member	QNIHPER7117069	@35.08389/-106.61861	'University of New Mexico'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER10605373	@43.703333333333/-72.288333333333	'Dartmouth College'@en
	cluster_0_0_2_3_23_85_1176	member	QNIHPER9215633	@42.35982/-71.09211	'Massachusetts Institute of Technology'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER10624532	@40.574836111111/-105.08097777778	'Colorado State University'@en
	cluster_0_0_3_6_11_74_380	member	QNIHPER6554419	@40.574836111111/-105.08097777778	'Colorado State University'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER10627723	@41.3039/-72.9361	'Yale – New Haven Hospital'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER1878213	@40.0718/-75.0902	'Fox Chase Cancer Center'@en
	cluster_0_0_2_2_14_8_19	member	QNIHPER8432023	@29.7078/-95.3975	'University of Texas MD Anderson Cancer Center'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER10638628	@42.3373/-71.106	'Boston Children\'s Hospital'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER10924928	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER10639342	@40.0718/-75.0902	'Fox Chase Cancer Center'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER7852640	@40.0718/-75.0902	'Fox Chase Cancer Center'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER10649571	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER9856613	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER10652775	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER6665047	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER10658487	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER9763322	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_21_33_2232	member	QNIHPER10659006	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_6_21_33_2232	member	QNIHPER6668837	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_6_21_33_2232	member	QNIHPER1893283	@32.771111111111/-117.1875	'University of San Diego'@en
	cluster_0_0_3_5_30_82_1616	member	QNIHPER10660646	@37.87/-122.259	'University of California, Berkeley'@en
	cluster_0_0_3_5_30_82_1616	member	QNIHPER2102070	@32.784166666667/-79.950833333333	'Medical University of South Carolina'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER10663102	@41.81177778/-71.40911111	'Rhode Island Hospital'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER1889435	@41.826167/-71.40325	'Brown University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER10663434	@41.689444444444/44.944722222222	'Lugar Center'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER12628242	@41.689444444444/44.944722222222	'Lugar Center'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER10663608	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_3_6_21_33_1189	member	QNIHPER11885437	@29.7105/-95.3965	'Baylor College of Medicine'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER10664905	@29.3107/-94.7771	'University of Texas Medical Branch'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER10666212	@36.001111111111/-78.938888888889	'Duke University'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER8704946	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER1867772	@35.15291667/-90.04305556	'St. Jude Children\'s Research Hospital'@en
	cluster_0_0_2_2_14_8_259	member	QNIHPER9801758	@40.501666666667/-74.448055555556	'Rutgers University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER10666503	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER12340850	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER10668452	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER7590699	@47.65416666666667/-122.30805555555555	'University of Washington'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER11095401	@40.345277777778/-74.656111111111	'Princeton University'@en
	cluster_0_0_3_6_11_102_811	member	QNIHPER10669112	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_3_6_11_102_1932	member	QNIHPER1923696	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER10669855	@29.7078/-95.3975	'University of Texas MD Anderson Cancer Center'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER12497829	@34.7494/-92.32	'University of Arkansas for Medical Sciences'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER10671521	@39.056285/-94.61077	'University of Kansas Medical Center'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER1975615	@43.128333/-77.628333	'University of Rochester'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER10679525	@43.6571/-79.3885	'Hospital for Sick Children'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER7369015	@43.6571/-79.3885	'Hospital for Sick Children'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER10689890	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER2052851	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER1870970	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_9_93_2350	member	QNIHPER11405058	@52.079889/0.186356	'European Bioinformatics Institute'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER10720954	@38.035555555556/-78.503333333333	'University of Virginia'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER8768164	@41.661666666667/-91.536388888889	'University of Iowa'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER10743481	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER7888844	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER9978372	@39.545833333333/-119.81666666667	'University of Nevada, Reno'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER10746962	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER6488277	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_3_22_129_391	member	QNIHPER11594935	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER10767419	@40.768538/-73.964741	'Hunter College'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER2097088	@40.768538/-73.964741	'Hunter College'@en
	cluster_0_0_2_2_9_125_1867	member	QNIHPER8616146	@40.7997/-73.9389	'CUNY School of Public Health'@en
	cluster_0_0_3_6_11_35_1298	member	QNIHPER10773134	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_6_11_35_169	member	QNIHPER1877707	@32.881/-117.238	'University of California, San Diego'@en
	cluster_0_0_3_6_11_61_1950	member	QNIHPER10786031	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_11_61_1642	member	QNIHPER12354855	@-27.497222222222224/153.01305555555555	'University of Queensland'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER10788071	@40.251666666666665/-111.65166666666667	'Brigham Young University'@en
	cluster_0_0_2_3_22_129_610	member	QNIHPER7086031	@40.73/-73.995	'New York University'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER10789723	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_2_14_11_2117	member	QNIHPER3098595	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER10796854	@40.807556/-73.964083	'Columbia University Medical Center'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER1896710	@37.43444444/-122.17611111	'Stanford University School of Medicine'@en
	cluster_0_0_2_3_23_51_1075	member	QNIHPER1890898	@40.7421/-73.9744	'New York University School of Medicine'@en
	cluster_0_0_3_6_7_2_1494	member	QNIHPER10799308	@52.09399/5.12341	'Utrecht University'@en
	cluster_0_0_3_6_7_2_1494	member	QNIHPER1893384	@42.33615277777778/-71.10683333333333	'Brigham and Women\'s Hospital'@en
	cluster_0_0_3_6_7_2_1494	member	QNIHPER1907255	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_3_6_7_2_1494	member	QNIHPER2091733	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER10801989	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_7_21_1856	member	QNIHPER6321082	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER10802097	@29.7078/-95.3975	'University of Texas MD Anderson Cancer Center'@en
	cluster_0_0_3_5_30_39_305	member	QNIHPER1907892	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER10805250	@38.63638888888889/-90.23416666666667	'Saint Louis University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER14964949	@51.5606/9.96737	'Max Planck Institute for Dynamics and Self-Organization'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER6714587	@35.208611111111/-97.445833333333	'University of Oklahoma'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1895913	@38.6222/-90.2375	'Saint Louis University School of Medicine'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER10810839	@33.453747/-88.790049	'Mississippi State University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER10939842	@39.74503692/-104.83753502	'University of Colorado School of Medicine'@en
	cluster_0_0_3_5_15_50_2276	member	QNIHPER10814802	@33.7758/-84.3947	'Georgia Institute of Technology'@en
	cluster_0_0_3_5_15_50_2276	member	QNIHPER12271660	@40.443322/-79.943583	'Carnegie Mellon University'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER10820432	@42.335743/-71.105138	'Harvard Medical School'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER12013271	@32.113888888889/34.804166666667	'Tel Aviv University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER10834596	@44.975277777778/-93.234166666667	'University of Minnesota'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER8312353	@43.07527778/-89.40972222	'University of Wisconsin–Madison'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER10843522	@36.148649/-86.804972	'Vanderbilt University'@en
	cluster_0_0_2_2_9_125_1126	member	QNIHPER7339105	@36.144/-86.801	'Vanderbilt University School of Medicine'@en
	cluster_0_0_3_6_11_102_86	member	QNIHPER10884507	@40.914224/-73.11623	'Stony Brook University'@en
	cluster_0_0_3_6_11_102_1318	member	QNIHPER9710749	@42.36566/-71.25974	'Brandeis University'@en
	cluster_0_0_3_5_15_119_1662	member	QNIHPER10885481	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_3_5_15_119_1749	member	QNIHPER15014709	@42.447222222222/-76.483055555556	'Cornell University'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER10896907	@39.32888888888889/-76.62055555555555	'Johns Hopkins University'@en
	cluster_0_0_3_5_30_15_1005	member	QNIHPER9113428	@42.276944444444/-83.738055555556	'University of Michigan'@en
	cluster_0_0_2_2_14_11_416	member	QNIHPER10902316	@37.366/-120.4235	'University of California, Merced'@en
	cluster_0_0_2_2_14_11_416	member	QNIHPER1923674	@37.366/-120.4235	'University of California, Merced'@en
	cluster_0_0_3_6_11_102_86	member	QNIHPER10906289	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_3_6_11_102_1318	member	QNIHPER6175115	@38.648/-90.305	'Washington University in St. Louis'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER10907733	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER10936495	@35.908611111111/-79.049166666667	'University of North Carolina at Chapel Hill'@en
	cluster_0_0_3_6_11_74_1325	member	QNIHPER1889843	@41.303245363975/-72.933871811889	'Yale School of Medicine'@en
	cluster_0_0_2_3_22_129_1039	member	QNIHPER10926142	@42.374443888889/-71.116943888889	'Harvard University'@en
	cluster_0_0_2_3_22_129_1952	member	QNIHPER11565950	@51.3796/-2.328	'University of Bath'@en
	cluster_0_0_3_5_30_15_1925	member	QNIHPER10929944	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_3_5_30_15_1925	member	QNIHPER6902709	@29.64833/-82.34944	'University of Florida'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER10936990	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER7838057	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER8838194	@39.953885/-75.193048	'University of Pennsylvania'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER9556420	@39.167222/-86.521389	'Indiana University Bloomington'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER10941686	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_112_649	member	QNIHPER3125067	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER10950604	@41.789722222222/-87.599722222222	'University of Chicago'@en
	cluster_0_0_2_3_23_51_437	member	QNIHPER2084521	@42.362805555556/-71.068630555556	'Massachusetts General Hospital'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER10958215	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER12609672	@38.5387/-121.762	'University of California Davis School of Veterinary Medicine'@en
	cluster_0_0_3_6_11_102_1318	member	QNIHPER10972474	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_6_11_102_86	member	QNIHPER3051029	@40.7645/-73.9541	'Weill Cornell Medicine'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER10972746	@40.8842/-74.0575	'Hackensack University Medical Center'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER11184709	@52.205277777778/0.11722222222222	'University of Cambridge'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER1941013	@40.7392/-74.1901	'New Jersey Medical School'@en
	cluster_0_0_3_6_21_77_1397	member	QNIHPER1891691	@35.7005/-105.909	'Santa Fe Institute'@en
	cluster_0_0_3_6_21_40_1456	member	QNIHPER10982346	@34.1375/-118.125	'California Institute of Technology'@en
	cluster_0_0_3_6_21_40_623	member	QNIHPER6410885	@35.713333333333/139.76222222222	'University of Tokyo'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER10990065	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_9_125_787	member	QNIHPER1868685	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_2_2_14_11_416	member	QNIHPER11013815	@37.43444444/-122.17611111	'Stanford University School of Medicine'@en
	cluster_0_0_2_2_14_11_416	member	QNIHPER11712107	@41.303245363975/-72.933871811889	'Yale School of Medicine'@en
	cluster_0_0_2_2_14_146_1794	member	QNIHPER11016848	@33.421111111111/-111.93166666667	'Arizona State University'@en
	cluster_0_0_2_2_14_146_961	member	QNIHPER12590453	@33.421111111111/-111.93166666667	'Arizona State University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER11050448	@42.026194444444/-93.648444444444	'Iowa State University'@en
	cluster_0_0_2_2_14_112_322	member	QNIHPER11739340	@43.07527778/-89.40972222	'University of Wisconsin–Madison'@en
	cluster_0_0_3_6_11_74_802	member	QNIHPER11050495	@51.0775/-114.13305555556	'University of Calgary'@en
	cluster_0_0_3_6_11_74_802	member	QNIHPER1939822	@36.0902/-80.2686	'Wake Forest School of Medicine'@en
	cluster_0_0_3_6_11_74_802	member	QNIHPER1995441	@40.444565/-79.953274	'University of Pittsburgh'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER11083249	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER1868815	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_6_21_77_1289	member	QNIHPER2186789	@37.4282293/-122.1688576	'Stanford University'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER2123602	@38.54/-121.75	'University of California, Davis'@en
	cluster_0_0_3_5_28_12_1873	member	QNIHPER8349128	@40.345277777778/-74.656111111111	'Princeton University'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER11095693	@29.7048/-95.3982	'University of Texas School of Public Health'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER9206261	@35.4803/-97.4964	'University of Oklahoma Health Sciences Center'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER11101823	@40.7895/-73.9538	'Icahn School of Medicine at Mount Sinai'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER12257459	@41.311111111111/-72.926666666667	'Yale University'@en
	cluster_0_0_3_6_11_74_185	member	QNIHPER1860302	@26.0779/-80.2419	'Nova Southeastern University'@en
